,gender,age,emotion,base,rewriting,semantic,transformation
3133,مرد,40-69,غمگین,فکر می کنید در این مورد باید به دیگران کمک کنید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3134,زن,18-39,غمگین,فکر می کنید باید به دیگران کمک کنید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3135,زن,18-39,غمگین,آیا احساس می کنید باید ناجی شخص دیگری باشید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3136,مرد,40-69,غمگین,فکر می کنید باید ناجی دیگران باشید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3137,مرد,18-39,غمگین,آیا فکر می کنید وظیفه شماست که دیگران را نجات دهید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3138,زن,40-69,غمگین,به نظر شما کمک به دیگران دشوار است؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3139,مرد,18-39,غمگین,آیا فکر می کنید همیشه باید مردم را از دردسر نجات دهید ، حتی اگر آنها خودشان را خلق کنند؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3140,زن,18-39,غمگین,فکر می کنید بار نجات دیگران بر روی شانه های شما وجود دارد؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3141,مرد,18-39,غمگین,فکر می کنید کسی را ناامید کرده اید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3142,مرد,18-39,غمگین,آیا در مورد اصرار به شما احساس کرده اید که می خواهید دیگران را نجات دهید یا فکر کرده اید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3143,مرد,18-39,غمگین,فکر می کنید برای دیگران باید ناجی باشید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3144,مرد,18-39,غمگین,آیا شما اعتقاد دارید که صرفه جویی در دیگران باعث می شود احساس بهتری نسبت به خود داشته باشید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3145,مرد,18-39,غمگین,من می خواهم بهتر درک کنم که چرا اکنون این احساس منفی را تجربه می کنید.فکر می کنید باید دیگران را نجات دهید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3146,زن,18-39,غمگین,به نظر شما ماموریت شما برای نجات دیگران است؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3147,زن,40-69,غمگین,فکر می کنید باید خود را برای دیگران فدا کنید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3148,مرد,18-39,غمگین,آیا می گویید تمایل دارید به دیگران کمک کنید ، و شاید حتی به هزینه قربانی کردن خوشبختی خود؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3149,مرد,40-69,غمگین,اگر می توانید ، فکر می کنید ممکن است سعی کنید ناجی شخص دیگری باشید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3150,زن,40-69,غمگین,آیا نگرانی فعلی شما مربوط به شخصی است که می خواهید کمک کنید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3151,مرد,18-39,غمگین,آیا ممکن است این باشد که شما برای نجات مردم اینجا هستید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3152,مرد,40-69,غمگین,آیا فکر می کنید که در جایی در ذهن شما اتفاق می افتد و باعث می شود احساس کنید که باید ناجی دیگران در زندگی باشید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3153,مرد,18-39,غمگین,آیا برای شما بسیار ناجی برای دیگران بسیار مهم است و آیا این برای شما مفید است؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3154,مرد,18-39,غمگین,فکر می کنید ناجی دیگران هستید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3155,مرد,40-69,غمگین,آیا فکر می کنید مشکل دیگران باید مشکلی باشد که می خواهید حل کنید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3156,زن,18-39,غمگین,فکر می کنید کسی به کمک شما نیاز دارد؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3157,زن,18-39,غمگین,وفاداری و مفید همیشه فضیلت های زیبایی هستند ، اما اگر شروع به فراموش کردن خوشبختی خود کنیم ، آنها ناسالم خواهند شد.آیا فکر می کنید تمرکز بر کمک به دیگران مهمتر از رشد و تمرکز روی خود است؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3158,زن,18-39,غمگین,آیا شما اعتقاد دارید که حتی اگر شادی خود را فدا کنید می توانید به دیگران کمک کنید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3159,مرد,18-39,غمگین,آیا به احتمال زیاد فکر می کنید ، شاید به خودتان کمک کنید تا به دیگران نیز کمک کند؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3160,مرد,18-39,غمگین,آیا احساس مسئولیت سرنوشت دیگران می کنید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3161,مرد,40-69,غمگین,فکر می کنید از شما انتظار می رود دیگران را نجات دهید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3162,مرد,18-39,غمگین,آیا شما اعتقاد دارید افرادی هستند که ارزش پس انداز دارند؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3163,زن,40-69,غمگین,فکر می کنید می توانید کار بهتری انجام دهید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3164,مرد,18-39,غمگین,آیا فکر می کنید رفتار شما در تلاش است تا مشکلات را حل کند ، به کسی کمک کند یا اوضاع را برای کسی خوب کند؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3165,زن,40-69,غمگین,آیا شما اعتقاد دارید که این وظیفه شماست که دیگران را از این مشکل نجات دهید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3166,زن,18-39,غمگین,از همکاری شما تاکنون متشکرمبه نظر شما لازم است دیگران را در زندگی از مشکلات خود نجات دهند؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3167,مرد,40-69,غمگین,فکر می کنید باید ناجی دیگران باشید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3168,مرد,40-69,غمگین,متشکرم ، اکنون می خواهم یک سوال ساده از شما بپرسم تا بتوانم بهتر درک کنم.آیا نجات دیگران باعث خوشحالی شما خواهد شد؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3169,زن,40-69,غمگین,فکر می کنید باید از دیگران مراقبت کنید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3170,زن,40-69,غمگین,آیا روحیه فعلی شما به این واقعیت بستگی دارد که شما نمی توانید به شما کمک کند دوست داشته باشید و آیا به همین دلیل احساس گناه می کنید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3171,زن,40-69,غمگین,من می خواهم بدانم که چگونه به نقش خود در حلقه اجتماعی نگاه می کنید.آیا اغلب احساس می کنید که صرفه جویی در افراد شغل شماست یا دیگران این را دوست دارند؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3172,زن,18-39,غمگین,آیا ممکن است غم و اندوه شما توسط شخصی که برای نجات در زندگی خود نیاز دارید ایجاد شود؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3173,زن,18-39,غمگین,آیا شما اعتقاد دارید که می توانید با کمک به دیگران به دیگران کمک کنید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3174,مرد,40-69,غمگین,قبل از پاسخ به سؤالات زیر ، سعی کنید گذشته اخیر خود را در نظر بگیرید.به تازگی ، آیا احساس می کنید که شما مسئول نجات افراد در اطراف هستید و خود را فدا می کنید تا به آنها در رفع مشکل کمک کنید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3175,مرد,40-69,غمگین,آیا اغلب متوجه می شوید که شخصیت خوبی از ساماریان ها بازی می کنید ، آیا سعی می کنید به خودشان کمک کنید یا حتی به آنها تصحیح کنید؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3176,زن,40-69,غمگین,آیا فکر می کنید بیشتر به دیگران کمک کنید تا وضعیت خود را بهبود بخشند؟,فکر می کنید باید ناجی دیگران باشید؟,6,LOW
3177,زن,18-39,غمگین,آیا می گویید تمایل دارید دیگران را برای دیگران سرزنش کنید؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3178,زن,40-69,غمگین,می فهمید ، متشکرم که خود را قربانی احساسات منفی دیدید؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3179,مرد,18-39,غمگین,فکر می کنید ممکن است توسط دیگران کشته شوید؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3180,مرد,18-39,غمگین,آیا می گویید که در این مورد قربانی هستید؟آیا به دلیل این احساس دیگران را مقصر می دانید؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3181,مرد,40-69,غمگین,من می خواهم بدانم که شما در این نقش درباره شخصیت خود چه فکر می کنید.در شرایط فعلی ، آیا احساس می کنید که قربانی هستید و می خواهید احساسات منفی خود را به دیگران منتقل کنید؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3182,زن,18-39,غمگین,آیا احساس می کنید که به هر نوع خسارت وارد شده اید؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3183,زن,18-39,غمگین,آیا فکر می کنید دیگران باید مسئول احساسات منفی شما باشند؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3184,مرد,40-69,غمگین,آیا می گویید دیگران باعث احساسات منفی شما شده اند؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3185,مرد,18-39,غمگین,آیا فکر می کنید دیگران باید مسئول غم و اندوه شما باشند؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3186,زن,40-69,غمگین,آیا احساس می کنید که احساسات شما علت رفتار دیگران است؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3187,مرد,18-39,غمگین,فکر می کنید ، شاید ، شما تمام مسئولیت احساسات خود را بر عهده نگرفته اید ، که باعث شده شما به دیگران حمله کنید؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3188,زن,18-39,غمگین,اگر بپرسم ، آیا احساسات شما امروز دیگران را سرزنش می کند؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3189,مرد,18-39,غمگین,فکر می کنید دیگران در تلاش هستند تا شما را آزار دهند؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3190,مرد,18-39,غمگین,آیا می گویید این احساسات را برای دیگران دارید؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3191,مرد,18-39,غمگین,در این حالت ، آیا احساس می کنید که قربانی هستید و احساسات خود را به دیگران سرزنش می کنید؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3192,مرد,18-39,غمگین,آیا کسی مسئول بیماری شما است؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3193,مرد,18-39,غمگین,آیا دیگران را به دلیل احساسات فعلی خود سرزنش می کنید؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3194,زن,18-39,غمگین,آیا دیگران به خاطر روحیه بد شما سرزنش می شوند؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3195,زن,40-69,غمگین,متشکرم ، من می فهمماگر این را بپرسم ، آیا فکر می کنید همه می خواهند اکنون شما را پیدا کنند؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3196,مرد,18-39,غمگین,آیا فکر می کنید مقصر بودن مشکلات و احساسات خود را آسان تر یا طبیعی تر است؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3197,مرد,40-69,غمگین,درک کنید ، متشکرم ، بگذارید دوباره درس بخوانم.در این وضعیت پشیمان ، آیا احساس می کنید که قربانی هستید؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3198,زن,40-69,غمگین,فکر می کنید کسی به هر طریقی به شما آسیب می رساند؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3199,مرد,18-39,غمگین,آیا دیگران را مقصر می دانید زیرا با چنین احساسات منفی سر و کار دارید؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3200,مرد,40-69,غمگین,می بینم ، متشکرمشما خوشحال نیستید زیرا دیگران احساس بدی می کنند ، دقیقاً مثل اینکه از آنها صدمه دیده اید. آیا قربانی هستید؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3201,مرد,18-39,غمگین,متشکرم ، بیایید دوباره در مورد احساس شما فکر کنیم.شما می گویید که قربانی هستید ، آیا دیگران را به دلیل احساسات خود سرزنش می کنید؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3202,مرد,18-39,غمگین,می فهمید ، متشکرم که فکر کردید قربانی دیگران هستید؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3203,مرد,40-69,غمگین,آیا فکر می کنید این تقصیر دیگران است. آیا کسی باعث می شود احساس بدی داشته باشید؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3204,زن,18-39,غمگین,آیا فکر می کنید این شرایط تقصیر رفتار دیگران است؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3205,زن,18-39,غمگین,آیا فکر می کنید دیگران از شما می خواهند کاری انجام دهید یا به نوعی به شما آسیب برساند؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3206,مرد,18-39,غمگین,من می خواهم بدانم که آیا شما احساس می کنید که توسط افراد اطراف خود درک شده اید یا با آن روبرو شده اید ؛ برای من مهم است که به شما کمک کنم.آیا فکر می کنید افراد اطراف شما می فهمند که شما هستید یا آنها واقعاً بخشی از مشکل هستند؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3207,زن,18-39,غمگین,آیا فکر می کنید کسی مسئولیت جزئی نسبت به احساسات منفی شما دارد؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3208,مرد,18-39,غمگین,آیا وضعیت شما باعث می شود احساس کنید که چیز دیگری اشتباه است؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3209,مرد,18-39,غمگین,آیا احساس می کنید که دچار جراحات شده اید ، این تقصیر دیگران است؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3210,مرد,40-69,غمگین,فکر می کنید اکنون قربانی هستید و دیگران باید مسئول غم و اندوه شما باشند؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3211,مرد,18-39,غمگین,فکر می کنید کسی می خواهد مسئول احساسات منفی شما باشد؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3212,زن,40-69,غمگین,آیا فکر می کنید هیچ مسئولیتی در قبال این کار ندارید و دیگران باید مسئول آسیب رساندن به شما باشند؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3213,مرد,18-39,غمگین,آیا افراد دیگری شما را ناراحت می کنند؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3214,زن,40-69,غمگین,از پاسخ شما بسیار متشکرم.من می خواهم اکنون از شما بپرسم ، آیا فکر می کنید قربانی این وضعیت هستید و درد شما باید به دیگران نسبت داده شود.,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3215,زن,18-39,غمگین,می بینم ، متشکرمفکر می کنید قربانی رفتار افراد دیگر هستید؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3216,مرد,40-69,غمگین,با تشکر از شما برای به اشتراک گذاری این.آیا فکر می کنید قربانی هستید و احساسات منفی خود را به دیگران سرزنش می کنید ، می توانید به من بگویید؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3217,زن,40-69,غمگین,شاید ، فکر می کنید جهان اکنون علیه شما است؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3218,زن,40-69,غمگین,می بینم.در این حالت ، آیا افراد دیگر مشکل دارند ، شاید راهی که به شما نزدیک می شوید؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3219,زن,40-69,غمگین,مهم نیست ، متشکرم که به من اطلاع دادید.آیا کسی مقصر ویژه غم و اندوه شما است؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3220,زن,18-39,غمگین,من با غم و اندوهی که اکنون تجربه کرده اید همدردی می کنم.من می خواهم بدانم ، در زندگی شما ، آیا کسی باعث می شود احساس غم و اندوه خود را احساس کند؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3221,زن,18-39,غمگین,آیا فکر می کنید دیگران می خواهند مسئول احساسات فعلی شما باشند؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3222,مرد,40-69,غمگین,از پاسخ شما متشکرم ، بیایید ببینیم چیزهای دیگری وجود دارد که شما را به دردسر می اندازد.آیا فکر می کنید کسی اخیراً از شما سوءاستفاده کرده است یا به شما آسیب رسانده است؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3223,مرد,40-69,غمگین,آیا می دانید که دیگران اغلب مسئول اشتباهات اطراف شما هستند؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3224,زن,40-69,غمگین,به نظر شما احساسات شما کم است؟,آیا خود را قربانی می دانید و احساسات منفی خود را بر دیگران سرزنش می کنید؟,7,LOW
3225,زن,18-39,غمگین,آیا می گویید شما فردی هستید که همیشه نیاز به کنترل دارید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3226,زن,40-69,غمگین,احساسات منفی می تواند باعث شود ما دیگران را کنترل کنیم.فکر می کنید سعی در کنترل یا تسلط بر دیگران دارید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3227,مرد,18-39,غمگین,فکر می کنید سعی در سرکوب کسی دارید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3228,مرد,18-39,غمگین,آیا فکر می کنید سعی می کنید کسی را کنترل کنید یا به آنها اجازه دهید آنچه را که می خواهید انجام دهید انجام دهند؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3229,مرد,40-69,غمگین,فکر می کنید توانایی تأثیرگذاری بر دیگران در زندگی خود را دارید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3230,زن,18-39,غمگین,آیا احساس می کنید که دیگران را کنترل می کنید ، یا حداقل سعی در کنترل آن دارید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3231,زن,18-39,غمگین,شاید ، آیا شما نوعی رفتار کنترل را نشان می دهید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3232,مرد,40-69,غمگین,در اعماق قلب خود ، آیا این احساس را دارید که می خواهید شخص دیگری را کنترل کنید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3233,مرد,18-39,غمگین,آیا خود را در تلاش برای کنترل رفتار دیگران پیدا می کنید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3234,زن,40-69,غمگین,آیا می خواهید وضعیت را کنترل کنید یا شخص دیگری را کنترل می کنید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3235,مرد,18-39,غمگین,آیا این امکان وجود دارد که شما فقط بخواهید تمام افکار و رفتارهای شخص دیگری را کنترل کنید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3236,زن,18-39,غمگین,آیا ناامید شده اید زیرا سعی می کنید کسی را کنترل کنید یا چیزی که نمی توانید کنترل کنید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3237,مرد,18-39,غمگین,آیا نگران این هستید که ممکن است احساسات منفی خود را بر دیگران فرو کنید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3238,مرد,18-39,غمگین,آیا ایده ای برای کنترل دیگران دارید یا سعی در کنترل آنها دارید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3239,مرد,18-39,غمگین,راستش ، آیا فکر می کنید می توانید کسی را کنترل کنید یا این کار را انجام می دهید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3240,مرد,18-39,غمگین,در اعماق قلب خود ، آیا وقتی می توانید آنچه دیگران می خواهند انجام دهند را کنترل یا دستکاری کنید ، احساس خوبی دارید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3241,مرد,18-39,غمگین,آیا اکنون می خواهید دیگران را به دست بگیرید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3242,زن,18-39,غمگین,فکر می کنید موظف به کنترل رفتار دیگران هستید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3243,زن,40-69,غمگین,اگر بپرسم ، فکر می کنید شما نوع شخصی هستید که همیشه می خواهد قدرت را بدست آورید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3244,مرد,18-39,غمگین,آیا فکر می کنید برای مقابله با آن باید رفتار دیگران را کنترل کنید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3245,مرد,40-69,غمگین,از پاسخ شما متشکرم ، بسیار مفید است.سعی کنید از بیرون به خود نگاه کنید ، آیا فکر می کنید کنترل می کنید یا سعی در کنترل رفتار دیگران دارید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3246,زن,40-69,غمگین,آیا فکر می کنید کسی اقتدار شما را نمی پذیرد ، اما آنها باید آن را بپذیرند؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3247,مرد,18-39,غمگین,اگر مجبورید با خود صادق باشید ، فکر می کنید می توانید یا می خواهید کسی را کنترل کنید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3248,مرد,40-69,غمگین,متشکرم ، من می فهممآیا کنترل دیگران برای شما امکان پذیر است؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3249,مرد,18-39,غمگین,قبل از پاسخ به سوال بعدی ، سعی کنید رابطه خود را با دیگران درک کنید.فکر می کنید سعی در کنترل کسی دارید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3250,مرد,18-39,غمگین,فکر می کنید سعی در کنترل کسی دارید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3251,مرد,40-69,غمگین,آیا فکر می کنید ممکن است بیش از حد درگیر باشید و سعی کنید شخصی را که نباید کنترل شود کنترل کنید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3252,زن,18-39,غمگین,آیا احساس می کنید که سعی در مسئولیت رفتار دیگران دارید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3253,زن,18-39,غمگین,وقتی احساسات را درگیر می کند ، حفظ عینی همیشه دشوار است ، اما اگر می توانید ، امیدوارم که آن را امتحان کنید.آیا فکر می کنید همیشه به آنچه دیگران در زندگی انجام می دهند توجه می کنید ، نه آنچه در زندگی انجام می دهید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3254,مرد,18-39,غمگین,به نظر شما کنترل دیگران راحت است؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3255,زن,18-39,غمگین,آیا سعی می کنید افراد اطراف خود را ناآگاهانه کنترل کنید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3256,مرد,18-39,غمگین,آیا به احتمال زیاد بر تصمیمات و رفتارهای دیگران تأثیر می گذارید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3257,مرد,40-69,غمگین,آیا کسی را پیدا کرده اید که محیط اطراف شما را مقصر یا کنترل کند؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3258,مرد,18-39,غمگین,اگر به آن فکر می کنید ، آیا می خواهید اکنون قدرت کسی را در زندگی خود کنترل کنید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3259,زن,40-69,غمگین,آیا این شامل مبارزات قدرت است و کسی باید پیروز شود؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3260,مرد,18-39,غمگین,فکر می کنید ممکن است سعی کنید بر رفتار دیگران تأثیر بگذارید یا تغییر دهید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3261,زن,40-69,غمگین,باز هم متشکرم ، این برای درک من بسیار مفید است.شاید شما سعی کنید آنچه را که دیگران می خواهید آنها را کنترل کنید کنترل یا دستکاری کنید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3262,زن,18-39,غمگین,متشکرم.شما خواهید گفت ، شاید شما سعی در کنترل دیگران دارید و به آنها اجازه می دهید آنچه را که می خواهید انجام دهید ، یا آنچه می خواهید بشنوید انجام دهید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3263,مرد,40-69,غمگین,متشکرم که به من اطلاع دادیداگر فکر می کنید سعی در کنترل کسی دارید می توانید به من بگویید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3264,زن,40-69,غمگین,سؤالات زیر ممکن است کمی مستقیماً احساس شود ، اما لطفاً صادقانه به آن پاسخ دهید.آیا می گویید فکر می کنید اکنون کنترل شخصی یا چیزی لازم است؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3265,زن,40-69,غمگین,من می فهمم ، شاید غم و اندوه شما به این دلیل باشد که شما نمی توانید آنچه را که نیاز دارید یا از دیگران انتظار دارید دریافت کنید.شاید شما سعی کنید کسی را کنترل کنید اما نمی توانید آن را کنترل کنید ، که باعث ناامیدی شما می شود؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3266,زن,40-69,غمگین,آیا این برای بهبود وضعیت شما و احساس بهتر شدن است. آیا سعی می کنید دیگران را در زندگی خود کنترل کنید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3267,زن,18-39,غمگین,آیا غم و اندوه شما باعث می شود کسی شخصی را دستکاری کنید؟آیا این امکان وجود دارد که سعی کنید کسی را انجام دهید یا کاری بگویید تا خود را بهتر کند؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3268,زن,18-39,غمگین,آیا فکر می کنید ممکن است بر قدرت دیگران تأثیر داشته باشید یا مشتاق باشید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
3269,مرد,40-69,غمگین,از پاسخ شما متشکرم ، من اینجا بوده ام تا به شما درک و کمک کنم ، هرگز قضاوت نکنید.آیا به احتمال زیاد سعی در کنترل زندگی دیگران دارید؟,فکر می کنید سعی در کنترل کسی دارید؟,8,LOW
